"","Nest","maxclutch","Init","year","site"
"700","BG097",4,157,2000,"kig"
"701","BG101",6,157,2000,"kig"
"702","BG102",4,159,2000,"kig"
"703","BG112",5,155,2000,"kig"
"704","MLS002",3,150,2000,"kig"
"705","MLS003",5,147,2000,"kig"
"706","MLS005",5,149,2000,"kig"
"707","MLS008",6,144,2000,"kig"
"708","MLS010",5,153,2000,"kig"
"709","MLS015",6,151,2000,"kig"
"710","MLS016",5,151,2000,"kig"
"711","MLS020",5,149,2000,"kig"
"712","MLS023",5,149,2000,"kig"
"713","MLS024",3,155,2000,"kig"
"714","MLS026",4,156,2000,"kig"
"715","MLS030",6,153,2000,"kig"
"716","MLS031",5,150,2000,"kig"
"717","MLS032",4,156,2000,"kig"
"718","MLS033",6,151,2000,"kig"
"719","MLS034",6,151,2000,"kig"
"720","MLS037",4,157,2000,"kig"
"721","MLS039",5,152,2000,"kig"
"722","MLS041",6,155,2000,"kig"
"723","MLS042",5,150,2000,"kig"
"724","MLS045",4,155,2000,"kig"
"725","MLS046",5,158,2000,"kig"
"726","MLS047",6,152,2000,"kig"
"727","MLS051",4,156,2000,"kig"
"728","MLS054",5,153,2000,"kig"
"729","MLS065",6,148,2000,"kig"
"730","MLS066",4,161,2000,"kig"
"731","MLS067",5,156,2000,"kig"
"732","MLS069",4,157,2000,"kig"
"733","MLS071",4,150,2000,"kig"
"734","MLS073",3,163,2000,"kig"
"735","MLS078",5,152,2000,"kig"
"736","MLS082",5,163,2000,"kig"
"737","MLS084",7,153,2000,"kig"
"738","TLM007",6,150,2000,"kig"
"739","TLM008",7,148,2000,"kig"
"740","TLM012",5,152,2000,"kig"
"741","TLM015",6,152,2000,"kig"
"742","TLM027",6,154,2000,"kig"
"743","TLM030",6,154,2000,"kig"
"744","TLM031",6,154,2000,"kig"
"745","TLM032",5,150,2000,"kig"
"746","TLM034",4,149,2000,"kig"
"747","TLM041",4,149,2000,"kig"
"748","TLM043",5,156,2000,"kig"
"749","TLM045",5,156,2000,"kig"
"750","TLM046",5,149,2000,"kig"
"751","TLM047",5,152,2000,"kig"
"752","TLM049",5,156,2000,"kig"
"753","TLM051",5,149,2000,"kig"
"754","TLM053",5,157,2000,"kig"
"755","TLM055",5,153,2000,"kig"
"756","TLM070",6,157,2000,"kig"
"757","TLM071",6,156,2000,"kig"
"758","TLM073",4,159,2000,"kig"
"759","TLM074",5,156,2000,"kig"
"760","TLM078",6,159,2000,"kig"
"761","TLM081",4,160,2000,"kig"
"762","TLM083",3,151,2000,"kig"
"763","TLM084",5,157,2000,"kig"
"764","TLM085",6,157,2000,"kig"
"765","TLM086",5,160,2000,"kig"
"766","TLM087",5,159,2000,"kig"
"767","TLM089",3,151,2000,"kig"
"768","TLM091",5,158,2000,"kig"
"769","TLM092",5,152,2000,"kig"
"770","TLM093",4,155,2000,"kig"
"771","TLM099",5,155,2000,"kig"
"772","TLM101",5,155,2000,"kig"
"773","TLM102",4,158,2000,"kig"
"774","TLM103",6,155,2000,"kig"
"775","TLM104",5,162,2000,"kig"
"776","TLM105",6,159,2000,"kig"
"777","TLM106",5,161,2000,"kig"
"778","TLM107",4,159,2000,"kig"
"779","TLM108",5,161,2000,"kig"
"780","TLM112",6,154,2000,"kig"
"781","TLM116",4,155,2000,"kig"
"782","TLM118",5,159,2000,"kig"
"783","TLM123",6,165,2000,"kig"
"784","TLM124",3,169,2000,"kig"
"785","DVS008",4,155,2001,"kig"
"786","DVS013",5,NA,2001,"kig"
"787","DVS030",4,NA,2001,"kig"
"788","DVS043",4,155,2001,"kig"
"789","DVS055",6,155,2001,"kig"
"790","DVS059",5,155,2001,"kig"
"791","DVS069",4,148,2001,"kig"
"792","DVS075",2,157,2001,"kig"
"793","DVS081",3,152,2001,"kig"
"794","HCW004",4,147,2001,"kig"
"795","HCW016",4,152,2001,"kig"
"796","HCW022",5,153,2001,"kig"
"797","HCW036",4,154,2001,"kig"
"798","HCW041",5,157,2001,"kig"
"799","HCW043",4,158,2001,"kig"
"800","HCW044",1,155,2001,"kig"
"801","HCW047",4,158,2001,"kig"
"802","HCW060",3,165,2001,"kig"
"803","MLW043",5,155,2001,"kig"
"804","MLW048",3,154,2001,"kig"
"805","MLW059",5,147,2001,"kig"
"806","MLW060",4,155,2001,"kig"
"807","MLW065",4,163,2001,"kig"
"808","MLW073",5,160,2001,"kig"
"809","MLW077",2,156,2001,"kig"
"810","CEF001",5,151,2002,"kig"
"811","CEF004",7,136,2002,"kig"
"812","CEF005",3,149,2002,"kig"
"813","CEF006",6,146,2002,"kig"
"814","CEF010",6,147,2002,"kig"
"815","CEF011",1,146,2002,"kig"
"816","CEF012",3,146,2002,"kig"
"817","CEF013",4,146,2002,"kig"
"818","CEF016",4,140,2002,"kig"
"819","CEF018",6,150,2002,"kig"
"820","CEF021",6,147,2002,"kig"
"821","CEF022",6,141,2002,"kig"
"822","HCW001",5,143,2002,"kig"
"823","HCW003",6,143,2002,"kig"
"824","HCW006",5,141,2002,"kig"
"825","HCW008",5,144,2002,"kig"
"826","HCW011",6,139,2002,"kig"
"827","HCW013",4,145,2002,"kig"
"828","HCW014",6,145,2002,"kig"
"829","HCW018",6,140,2002,"kig"
"830","HCW021",5,146,2002,"kig"
"831","HCW023",5,140,2002,"kig"
"832","HCW025",6,141,2002,"kig"
"833","HCW026",6,144,2002,"kig"
"834","HCW030",5,147,2002,"kig"
"835","HCW032",5,141,2002,"kig"
"836","HCW037",6,142,2002,"kig"
"837","HCW038",5,146,2002,"kig"
"838","HCW039",5,145,2002,"kig"
"839","HCW042",6,148,2002,"kig"
"840","HCW043",4,148,2002,"kig"
"841","HCW044",5,139,2002,"kig"
"842","HCW047",6,147,2002,"kig"
"843","HCW048",5,149,2002,"kig"
"844","HCW049",5,141,2002,"kig"
"845","HCW050",6,143,2002,"kig"
"846","HCW055",6,145,2002,"kig"
"847","HCW062",3,154,2002,"kig"
"848","HCW070",4,155,2002,"kig"
"849","HCW072",5,147,2002,"kig"
"850","HCW076",6,147,2002,"kig"
"851","HMW011",6,144,2002,"kig"
"852","HMW012",5,144,2002,"kig"
"853","HMW014",5,144,2002,"kig"
"854","HMW022",5,141,2002,"kig"
"855","HMW023",5,139,2002,"kig"
"856","HMW024",4,145,2002,"kig"
"857","HMW025",5,145,2002,"kig"
"858","HMW029",7,142,2002,"kig"
"859","HMW034",6,148,2002,"kig"
"860","HMW035",6,146,2002,"kig"
"861","HMW039",6,140,2002,"kig"
"862","HMW048",6,148,2002,"kig"
"863","HMW050",5,149,2002,"kig"
"864","HMW052",4,137,2002,"kig"
"865","HMW053",6,147,2002,"kig"
"866","HMW055",6,149,2002,"kig"
"867","HMW060",5,147,2002,"kig"
"868","HMW061",6,141,2002,"kig"
"869","HMW063",6,137,2002,"kig"
"870","HMW064",6,138,2002,"kig"
"871","HMW066",6,146,2002,"kig"
"872","HMW067",5,142,2002,"kig"
"873","HMW068",6,140,2002,"kig"
"874","HMW069",6,148,2002,"kig"
"875","HMW075",6,150,2002,"kig"
"876","HMW076",6,149,2002,"kig"
"877","HMW087",6,151,2002,"kig"
"878","HMW098",3,150,2002,"kig"
"879","HMW100",6,150,2002,"kig"
"880","HMW106",6,142,2002,"kig"
"881","HMW107",6,145,2002,"kig"
"882","HMW115",4,151,2002,"kig"
"883","HMW116",4,153,2002,"kig"
"884","HMW119",4,153,2002,"kig"
"885","HMW120",5,152,2002,"kig"
"886","HMW123",6,146,2002,"kig"
"887","HMW125",5,136,2002,"kig"
"888","HMW136",7,143,2002,"kig"
"889","HMW150",5,148,2002,"kig"
"890","HMW151",4,154,2002,"kig"
"891","HMW156",5,154,2002,"kig"
"892","HMW157",6,138,2002,"kig"
"893","HMW163",5,145,2002,"kig"
"894","HMW166",6,152,2002,"kig"
"895","HMW168",6,146,2002,"kig"
"896","HMW175",5,156,2002,"kig"
"897","HMW178",5,140,2002,"kig"
"898","HMW183",5,153,2002,"kig"
"899","HMW187",5,157,2002,"kig"
"900","HMW192",5,158,2002,"kig"
"901","HMW195",3,149,2002,"kig"
"902","HMW208",5,163,2002,"kig"
"903","HMW211",3,155,2002,"kig"
"904","JLO004",6,141,2002,"kig"
"905","JLO010",7,142,2002,"kig"
"906","JLO012",5,145,2002,"kig"
"907","JLO014",4,145,2002,"kig"
"908","JLO015",5,140,2002,"kig"
"909","JLO016",5,140,2002,"kig"
"910","JLO017",6,140,2002,"kig"
"911","JLO018",4,144,2002,"kig"
"912","JLO020",6,144,2002,"kig"
"913","JLO021",6,144,2002,"kig"
"914","JLO023",5,141,2002,"kig"
"915","JLO024",4,144,2002,"kig"
"916","JLO025",5,148,2002,"kig"
"917","JLO032",5,140,2002,"kig"
"918","JLO034",6,147,2002,"kig"
"919","JLO038",6,142,2002,"kig"
"920","JLO040",6,148,2002,"kig"
"921","JLO043",4,152,2002,"kig"
"922","JLO044",5,141,2002,"kig"
"923","JLO046",6,145,2002,"kig"
"924","JLO047",6,NA,2002,"kig"
"925","JLO048",5,145,2002,"kig"
"926","JLO050",6,135,2002,"kig"
"927","JLO053",5,147,2002,"kig"
"928","JLO055",4,140,2002,"kig"
"929","JLO066",4,146,2002,"kig"
"930","MLW002",6,143,2002,"kig"
"931","MLW003",5,144,2002,"kig"
"932","MLW004",6,144,2002,"kig"
"933","MLW005",6,144,2002,"kig"
"934","MLW011",5,145,2002,"kig"
"935","MLW012",6,145,2002,"kig"
"936","MLW014",6,145,2002,"kig"
"937","MLW016",3,159,2002,"kig"
"938","MLW023",6,150,2002,"kig"
"939","RMO003",5,151,2002,"kig"
"940","TEH002",3,164,2002,"kig"
"941","TLM121",5,139,2002,"kig"
"942","HCW003",5,136,2003,"kig"
"943","HCW007",6,136,2003,"kig"
"944","HCW014",4,143,2003,"kig"
"945","HCW016",6,146,2003,"kig"
"946","HCW017",6,142,2003,"kig"
"947","HCW021",6,140,2003,"kig"
"948","HCW022",6,147,2003,"kig"
"949","HCW028",6,143,2003,"kig"
"950","HCW029",6,146,2003,"kig"
"951","HCW032",5,152,2003,"kig"
"952","HCW038",3,155,2003,"kig"
"953","HCW040",3,151,2003,"kig"
"954","HCW043",4,158,2003,"kig"
"955","HCW044",5,159,2003,"kig"
"956","HCW045",3,156,2003,"kig"
"957","HCW047",1,153,2003,"kig"
"958","HMW006",5,140,2003,"kig"
"959","HMW020",6,141,2003,"kig"
"960","HMW041",6,146,2003,"kig"
"961","HMW042",5,146,2003,"kig"
"962","HMW049",3,147,2003,"kig"
"963","HMW050",5,146,2003,"kig"
"964","HMW051",5,147,2003,"kig"
"965","HMW052",5,147,2003,"kig"
"966","HMW063",5,147,2003,"kig"
"967","HMW080",5,149,2003,"kig"
"968","HMW090",5,141,2003,"kig"
"969","HMW093",4,151,2003,"kig"
"970","HMW094",6,144,2003,"kig"
"971","HMW096",5,144,2003,"kig"
"972","HMW098",5,154,2003,"kig"
"973","HMW101",5,147,2003,"kig"
"974","HMW102",5,153,2003,"kig"
"975","HMW113",6,153,2003,"kig"
"976","HMW120",4,150,2003,"kig"
"977","HMW121",2,145,2003,"kig"
"978","HMW129",6,149,2003,"kig"
"979","HMW136",5,153,2003,"kig"
"980","HMW144",2,145,2003,"kig"
"981","HMW145",5,158,2003,"kig"
"982","HMW148",3,157,2003,"kig"
"983","HMW158",3,161,2003,"kig"
"984","HMW159",3,161,2003,"kig"
"985","HMW160",6,152,2003,"kig"
"986","HMW161",5,154,2003,"kig"
"987","HMW166",3,154,2003,"kig"
"988","HMW168",5,153,2003,"kig"
"989","HMW172",5,145,2003,"kig"
"990","HMW174",6,148,2003,"kig"
"991","HMW178",5,162,2003,"kig"
"992","HMW179",2,159,2003,"kig"
"993","HMW180",4,165,2003,"kig"
"994","HMW189",4,156,2003,"kig"
"995","JLO001",4,142,2003,"kig"
"996","JLO004",6,142,2003,"kig"
"997","JLO005",5,140,2003,"kig"
"998","JLO007",4,141,2003,"kig"
"999","JLO008",3,146,2003,"kig"
"1000","JLO009",5,135,2003,"kig"
"1001","JLO016",4,138,2003,"kig"
"1002","JLO017",5,131,2003,"kig"
"1003","JLO020",6,149,2003,"kig"
"1004","JLO024",5,134,2003,"kig"
"1005","JLO025",6,144,2003,"kig"
"1006","JLO027",4,151,2003,"kig"
"1007","JLO028",5,151,2003,"kig"
"1008","JLO029",5,147,2003,"kig"
"1009","JLO036",6,142,2003,"kig"
"1010","JLO037",4,148,2003,"kig"
"1011","JLO038",6,152,2003,"kig"
"1012","JLO045",5,158,2003,"kig"
"1013","JLO046",4,153,2003,"kig"
"1014","MLW003",5,143,2003,"kig"
"1015","MLW004",2,133,2003,"kig"
"1016","MLW005",5,145,2003,"kig"
"1017","MLW006",5,145,2003,"kig"
"1018","MLW009",3,146,2003,"kig"
"1019","MLW010",3,146,2003,"kig"
"1020","MLW013",4,147,2003,"kig"
"1021","MLW019",5,148,2003,"kig"
"1022","MLW020",6,148,2003,"kig"
"1023","MLW023",6,140,2003,"kig"
"1024","MLW024",6,139,2003,"kig"
"1025","MLW029",5,151,2003,"kig"
"1026","MLW032",5,151,2003,"kig"
"1027","MLW033",4,147,2003,"kig"
"1028","MLW040",5,145,2003,"kig"
"1029","MLW049",5,155,2003,"kig"
"1030","MLW050",4,155,2003,"kig"
"1031","PLF002",5,155,2003,"kig"
"1032","TJO001",6,144,2003,"kig"
"1033","TJO004",6,144,2003,"kig"
"1034","TJO005",5,144,2003,"kig"
"1035","TJO006",6,144,2003,"kig"
"1036","TJO007",5,144,2003,"kig"
"1037","TJO008",6,144,2003,"kig"
"1038","TJO009",5,144,2003,"kig"
"1039","TJO010",5,144,2003,"kig"
"1040","TJO011",6,144,2003,"kig"
"1041","TJO012",5,145,2003,"kig"
"1042","TJO013",5,136,2003,"kig"
"1043","TJO015",3,146,2003,"kig"
"1044","TJO016",5,136,2003,"kig"
"1045","TJO020",3,137,2003,"kig"
"1046","TJO021",5,146,2003,"kig"
"1047","TJO022",5,137,2003,"kig"
"1048","TJO023",5,143,2003,"kig"
"1049","TJO024",6,143,2003,"kig"
"1050","TJO027",5,147,2003,"kig"
"1051","TJO028",5,146,2003,"kig"
"1052","TJO030",4,148,2003,"kig"
"1053","TJO031",7,150,2003,"kig"
"1054","TJO032",4,148,2003,"kig"
"1055","TJO033",5,142,2003,"kig"
"1056","TJO039",6,146,2003,"kig"
"1057","TJO040",3,150,2003,"kig"
"1058","TJO043",6,145,2003,"kig"
"1059","TJO044",4,151,2003,"kig"
"1060","TJO050",5,140,2003,"kig"
"1061","TJO057",5,158,2003,"kig"
"1062","TJO059",4,158,2003,"kig"
"1063","BNS001",5,138,2004,"kig"
"1064","BNS002",6,136,2004,"kig"
"1065","BNS005",6,139,2004,"kig"
"1066","BNS008",4,141,2004,"kig"
"1067","BNS013",6,137,2004,"kig"
"1068","BNS015",5,143,2004,"kig"
"1069","BNS021",5,131,2004,"kig"
"1070","BNS022",6,139,2004,"kig"
"1071","BNS024",5,143,2004,"kig"
"1072","BNS025",3,139,2004,"kig"
"1073","BNS026",4,132,2004,"kig"
"1074","BNS027",6,147,2004,"kig"
"1075","BNS030",5,145,2004,"kig"
"1076","BNS031",2,141,2004,"kig"
"1077","BNS034",5,142,2004,"kig"
"1078","BNS036",6,136,2004,"kig"
"1079","BNS037",4,149,2004,"kig"
"1080","BNS038",5,146,2004,"kig"
"1081","BNS039",6,146,2004,"kig"
"1082","BNS040",6,146,2004,"kig"
"1083","BNS041",4,145,2004,"kig"
"1084","BNS042",6,143,2004,"kig"
"1085","BNS043",6,142,2004,"kig"
"1086","BNS044",5,143,2004,"kig"
"1087","BNS046",6,136,2004,"kig"
"1088","BNS051",5,149,2004,"kig"
"1089","BNS052",4,154,2004,"kig"
"1090","BNS053",4,163,2004,"kig"
"1091","BNS054",5,155,2004,"kig"
"1092","HMW020",6,139,2004,"kig"
"1093","HMW023",4,144,2004,"kig"
"1094","HMW029",5,140,2004,"kig"
"1095","HMW032",6,142,2004,"kig"
"1096","HMW036",6,143,2004,"kig"
"1097","HMW037",5,144,2004,"kig"
"1098","HMW040",6,148,2004,"kig"
"1099","HMW046",6,149,2004,"kig"
"1100","HMW055",5,147,2004,"kig"
"1101","HMW067",4,152,2004,"kig"
"1102","HMW068",5,152,2004,"kig"
"1103","HMW070",6,146,2004,"kig"
"1104","HMW072",3,150,2004,"kig"
"1105","HMW074",4,147,2004,"kig"
"1106","HMW076",5,144,2004,"kig"
"1107","HMW089",6,157,2004,"kig"
"1108","HMW091",5,141,2004,"kig"
"1109","HMW099",5,160,2004,"kig"
"1110","HMW105",4,161,2004,"kig"
"1111","HMW110",4,159,2004,"kig"
"1112","HMW111",4,156,2004,"kig"
"1113","HMW115",5,147,2004,"kig"
"1114","HMW127",7,153,2004,"kig"
"1115","HMW128",6,148,2004,"kig"
"1116","HMW130",5,160,2004,"kig"
"1117","LJV003",4,136,2004,"kig"
"1118","LJV004",6,136,2004,"kig"
"1119","LJV005",6,135,2004,"kig"
"1120","LJV009",6,135,2004,"kig"
"1121","LJV012",6,139,2004,"kig"
"1122","LJV015",5,140,2004,"kig"
"1123","LJV018",6,132,2004,"kig"
"1124","LJV020",6,137,2004,"kig"
"1125","LJV022",5,142,2004,"kig"
"1126","LJV023",4,136,2004,"kig"
"1127","LJV026",6,145,2004,"kig"
"1128","LJV028",5,134,2004,"kig"
"1129","LJV031",5,141,2004,"kig"
"1130","LJV032",5,139,2004,"kig"
"1131","LJV034",6,147,2004,"kig"
"1132","LJV044",5,146,2004,"kig"
"1133","LJV047",5,151,2004,"kig"
"1134","LJV056",6,151,2004,"kig"
"1135","LJV059",6,134,2004,"kig"
"1136","LJV064",6,148,2004,"kig"
"1137","LJV066",6,142,2004,"kig"
"1138","LJV072",6,150,2004,"kig"
"1139","LJV073",5,157,2004,"kig"
"1140","LJV075",5,154,2004,"kig"
"1141","LJV089",5,NA,2004,"kig"
"1142","LJV091",4,151,2004,"kig"
"1143","LJV092",5,159,2004,"kig"
"1144","LJV093",3,155,2004,"kig"
"1145","LJV101",4,158,2004,"kig"
"1146","MLW001",4,135,2004,"kig"
"1147","MLW003",5,129,2004,"kig"
"1148","MLW004",6,145,2004,"kig"
"1149","MLW006",5,129,2004,"kig"
"1150","MLW009",5,145,2004,"kig"
"1151","MLW014",5,143,2004,"kig"
"1152","MLW015",5,143,2004,"kig"
"1153","MLW017",5,NA,2004,"kig"
"1154","MLW019",4,147,2004,"kig"
"1155","MLW020",5,138,2004,"kig"
"1156","MLW024",5,140,2004,"kig"
"1157","MLW025",5,144,2004,"kig"
"1158","MLW027",6,142,2004,"kig"
"1159","MLW029",6,135,2004,"kig"
"1160","MLW032",5,139,2004,"kig"
"1161","MLW034",5,141,2004,"kig"
"1162","MLW036",2,146,2004,"kig"
"1163","MLW048",3,133,2004,"kig"
"1164","MLW049",6,152,2004,"kig"
"1165","MLW050",4,139,2004,"kig"
"1166","MLW051",4,145,2004,"kig"
"1167","MLW055",7,144,2004,"kig"
"1168","MLW056",5,145,2004,"kig"
"1169","MLW060",6,141,2004,"kig"
"1170","MLW061",5,148,2004,"kig"
"1171","MLW071",5,140,2004,"kig"
"1172","MLW073",5,141,2004,"kig"
"1173","MLW074",5,158,2004,"kig"
"1174","MLW078",3,147,2004,"kig"
"1175","MLW080",4,153,2004,"kig"
"1176","MLW082",4,151,2004,"kig"
"1177","MLW083",6,150,2004,"kig"
"1178","MLW084",5,154,2004,"kig"
"1179","TJO003",6,135,2004,"kig"
"1180","TJO006",6,128,2004,"kig"
"1181","TJO015",3,137,2004,"kig"
"1182","TJO018",7,145,2004,"kig"
"1183","TJO026",5,143,2004,"kig"
"1184","TJO031",4,136,2004,"kig"
"1185","TJO032",5,131,2004,"kig"
"1186","TJO033",4,131,2004,"kig"
"1187","TJO034",6,134,2004,"kig"
"1188","TJO035",6,146,2004,"kig"
"1189","TJO038",5,148,2004,"kig"
"1190","TJO039",6,144,2004,"kig"
"1191","TJO040",5,148,2004,"kig"
"1192","TJO042",5,145,2004,"kig"
"1193","TJO045",5,138,2004,"kig"
"1194","TJO046",6,142,2004,"kig"
"1195","TJO048",6,139,2004,"kig"
"1196","TJO051",3,134,2004,"kig"
"1197","TJO052",5,149,2004,"kig"
"1198","TJO054",6,133,2004,"kig"
"1199","TJO055",6,148,2004,"kig"
"1200","TJO056",4,149,2004,"kig"
"1201","TJO057",6,138,2004,"kig"
"1202","TJO059",5,143,2004,"kig"
"1203","TJO060",7,143,2004,"kig"
"1204","TJO062",5,136,2004,"kig"
"1205","TJO064",6,145,2004,"kig"
"1206","TJO067",2,143,2004,"kig"
"1207","TJO068",4,154,2004,"kig"
"1208","TJO069",5,154,2004,"kig"
"1209","TJO073",4,161,2004,"kig"
"1210","TJO074",5,157,2004,"kig"
"1211","BCL002",3,137,2005,"kig"
"1212","BCL003",6,143,2005,"kig"
"1213","BCL005",4,139,2005,"kig"
"1214","BCL007",4,137,2005,"kig"
"1215","BCL02",3,137,2005,"kig"
"1216","BCL020",5,138,2005,"kig"
"1217","BCL023",5,142,2005,"kig"
"1218","BCL025",6,139,2005,"kig"
"1219","BCL027",5,139,2005,"kig"
"1220","BCL032",4,133,2005,"kig"
"1221","BCL034",4,138,2005,"kig"
"1222","BCL035",5,134,2005,"kig"
"1223","BCL036",5,134,2005,"kig"
"1224","BCL037",4,150,2005,"kig"
"1225","BCL038",5,146,2005,"kig"
"1226","BCL039",6,150,2005,"kig"
"1227","BCL043",4,151,2005,"kig"
"1228","BCL044",4,135,2005,"kig"
"1229","BCL047",5,141,2005,"kig"
"1230","BCL048",5,139,2005,"kig"
"1231","BCL049",2,136,2005,"kig"
"1232","BCL050",3,NA,2005,"kig"
"1233","BCL052",6,139,2005,"kig"
"1234","BCL053",4,136,2005,"kig"
"1235","BCL054",5,136,2005,"kig"
"1236","BCL059",4,155,2005,"kig"
"1237","BCL060",6,155,2005,"kig"
"1238","BCL061",5,146,2005,"kig"
"1239","BCL063",5,161,2005,"kig"
"1240","BCL064",4,157,2005,"kig"
"1241","BCL065",4,160,2005,"kig"
"1242","BCL066",5,156,2005,"kig"
"1243","BCL067",3,166,2005,"kig"
"1244","BCL999",5,138,2005,"kig"
"1245","MLW001",4,146,2005,"kig"
"1246","MLW005",6,137,2005,"kig"
"1247","MLW006",5,146,2005,"kig"
"1248","MLW007",4,146,2005,"kig"
"1249","MLW008",5,138,2005,"kig"
"1250","MLW009",4,134,2005,"kig"
"1251","MLW012",5,145,2005,"kig"
"1252","MLW013",3,139,2005,"kig"
"1253","MLW015",6,139,2005,"kig"
"1254","MLW017",6,149,2005,"kig"
"1255","MLW020",3,141,2005,"kig"
"1256","MLW021",5,137,2005,"kig"
"1257","MLW022",4,150,2005,"kig"
"1258","MLW025",4,151,2005,"kig"
"1259","MLW026",6,151,2005,"kig"
"1260","MLW027",6,142,2005,"kig"
"1261","MLW031",5,142,2005,"kig"
"1262","MLW034",5,146,2005,"kig"
"1263","MLW043",5,142,2005,"kig"
"1264","MLW047",5,150,2005,"kig"
"1265","MLW049",5,150,2005,"kig"
"1266","MLW051",4,162,2005,"kig"
"1267","MLW055",3,158,2005,"kig"
"1268","MLW057",4,153,2005,"kig"
"1269","MLW059",4,155,2005,"kig"
"1270","PLF001",6,149,2005,"kig"
"1271","PLF005",3,142,2005,"kig"
"1272","PLF008",5,144,2005,"kig"
"1273","PLF013",5,142,2005,"kig"
"1274","PLF014",5,144,2005,"kig"
"1275","SEA002",5,145,2005,"kig"
"1276","SEA003",5,145,2005,"kig"
"1277","SEA004",4,NA,2005,"kig"
"1278","SEA005",6,140,2005,"kig"
"1279","SEA006",6,133,2005,"kig"
"1280","SEA007",6,143,2005,"kig"
"1281","SEA009",5,143,2005,"kig"
"1282","SEA011",5,134,2005,"kig"
"1283","SEA012",6,148,2005,"kig"
"1284","SEA013",6,137,2005,"kig"
"1285","SEA014",4,143,2005,"kig"
"1286","SEA015",5,136,2005,"kig"
"1287","SEA018",5,147,2005,"kig"
"1288","SEA019",5,153,2005,"kig"
"1289","SEA020",4,133,2005,"kig"
"1290","SEA021",5,140,2005,"kig"
"1291","SEA023",5,144,2005,"kig"
"1292","SEA024",4,156,2005,"kig"
"1293","TJO001",5,NA,2005,"kig"
"1294","TJO002",5,137,2005,"kig"
"1295","TJO003",4,140,2005,"kig"
"1296","TJO004",7,143,2005,"kig"
"1297","TJO005",4,136,2005,"kig"
"1298","TJO006",5,137,2005,"kig"
"1299","TJO008",5,140,2005,"kig"
"1300","TJO010",5,145,2005,"kig"
"1301","TJO011",4,138,2005,"kig"
"1302","TJO012",5,148,2005,"kig"
"1303","TJO014",5,146,2005,"kig"
"1304","TJO016",6,136,2005,"kig"
"1305","TJO017",5,134,2005,"kig"
"1306","TJO018",5,148,2005,"kig"
"1307","TJO019",5,141,2005,"kig"
"1308","TJO020",5,149,2005,"kig"
"1309","TJO021",5,147,2005,"kig"
"1310","TJO022",5,139,2005,"kig"
"1311","TJO023",6,147,2005,"kig"
"1312","TJO024",4,135,2005,"kig"
"1313","TJO027",4,138,2005,"kig"
"1314","TJO028",5,142,2005,"kig"
"1315","TJO029",5,140,2005,"kig"
"1316","TJO030",4,150,2005,"kig"
"1317","TJO032",6,140,2005,"kig"
"1318","TJO036",6,135,2005,"kig"
"1319","TJO037",5,135,2005,"kig"
"1320","TJO040",5,143,2005,"kig"
"1321","TJO041",6,143,2005,"kig"
"1322","TJO042",7,152,2005,"kig"
"1323","TJO044",5,139,2005,"kig"
"1324","TJO045",4,148,2005,"kig"
"1325","TJO046",6,NA,2005,"kig"
"1326","TJO047",5,153,2005,"kig"
"1327","TJO048",3,153,2005,"kig"
"1328","TJO049",5,155,2005,"kig"
"1329","TJO050",7,164,2005,"kig"
"1330","TJO051",6,146,2005,"kig"
"1331","TRJ001",5,139,2005,"kig"
"1332","TRJ003",5,140,2005,"kig"
"1333","TRJ007",5,NA,2005,"kig"
"1334","TRJ011",3,145,2005,"kig"
"1335","TRJ012",6,141,2005,"kig"
"1336","TRJ013",5,150,2005,"kig"
"1337","TRJ014",6,138,2005,"kig"
"1338","TRJ015",5,137,2005,"kig"
"1339","TRJ016",5,136,2005,"kig"
"1340","TRJ018",5,151,2005,"kig"
"1341","TRJ019",4,151,2005,"kig"
"1342","TRJ020",6,142,2005,"kig"
"1343","TRJ021",6,151,2005,"kig"
"1344","TRJ023",5,142,2005,"kig"
"1345","TRJ026",5,139,2005,"kig"
"1346","TRJ028",5,143,2005,"kig"
"1347","TRJ029",4,152,2005,"kig"
"1348","TRJ031",4,149,2005,"kig"
"1349","TRJ035",3,149,2005,"kig"
"1350","TRJ037",5,149,2005,"kig"
"1351","TRJ038",5,144,2005,"kig"
"1352","TRJ041",3,139,2005,"kig"
"1353","TRJ043",4,141,2005,"kig"
"1354","TRJ044",6,149,2005,"kig"
"1355","TRJ063",6,154,2005,"kig"
"1356","TRJ064",5,139,2005,"kig"
"1357","TRJ065",4,157,2005,"kig"
"1358","TRJ066",6,157,2005,"kig"
"1359","TRJ067",6,149,2005,"kig"
"1360","BCL002",7,149,2006,"kig"
"1361","BCL007",6,148,2006,"kig"
"1362","BCL011",5,151,2006,"kig"
"1363","BCL013",5,155,2006,"kig"
"1364","BCL017",6,150,2006,"kig"
"1365","BCL022",5,148,2006,"kig"
"1366","BCL025",5,153,2006,"kig"
"1367","BCL026",6,153,2006,"kig"
"1368","BCL029",5,157,2006,"kig"
"1369","BCL030",6,157,2006,"kig"
"1370","BCL033",5,157,2006,"kig"
"1371","BCL037",4,157,2006,"kig"
"1372","BCL040",5,159,2006,"kig"
"1373","BCL042",4,162,2006,"kig"
"1374","BCL043",5,151,2006,"kig"
"1375","BCL044",6,153,2006,"kig"
"1376","BCL045",6,151,2006,"kig"
"1377","BCL050",5,149,2006,"kig"
